run_id,task_id,graph_id,size_stratum,m,dilution_score,optimizer,objective,alpha,depth,seed,nfev_budget,actual_nfev,scipy_reported_nfev,nfev_accounting_match,nit,success,status,message,termination_reason,wall_time_s,initial_parameters,terminal_parameters,objective_value,mean_energy,P_feas,P_opt,P_opt_given_feas,G_feas
a1-01c5381d0ca92b8c5f2c,task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,S2,10,2.709269960975831,Nelder-Mead,O0,0.1,3,2207,120,120,120.0,True,77,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.12229665741324425,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[0.894835285613238, 0.9171928837824233, 3.3556177405080847, 0.44693492515924615, 0.3146496980296719, 2.0607152927893826]",1.5520116850355736,1.5520116850355736,0.0009370098775545808,0.00025201974851747996,0.2689616775174281,-0.3189858699668727
a1-01cf40b965ad73674a0b,task-v2-ac528a9510be,g-a712031e7959d564,S3,13,3.311329952303793,COBYLA,O0,0.1,2,3301,120,120,120.0,True,99,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.43194463569670916,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[5.044901136410124, 3.890572645440041, 2.4795510905393257, 0.1671961630605968]",1.5913568187821117,1.5913568187821117,0.03358705546379867,0.006172099342008214,0.18376422871188344,1.8375018837466006
a1-01e7c170e0ccce47ab53,task-v2-c95d7e1ff6e7,g-a87f1b9ac089cc45,S5,19,4.816479930623699,Nelder-Mead,O0,0.1,2,1103,120,120,120.0,True,75,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,84.62411286216229,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[6.811801628592972, 5.174133454454607, 3.7423541835694074, -1.16774878231942]",1.2462329136991244,1.2462329136991244,0.0030158408490670212,0.0013006998183004658,0.43128927665491684,2.2958883499846663
a1-0238ba2f554ff1cb994c,task-v2-5b0627539151,g-a712031e7959d564,S3,13,3.2144199392957367,SLSQP,O3,0.1,2,2207,120,120,,True,21,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.33282728772610426,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[7.134411813684686, 3.3017379828096245, 2.65584473604074, -0.23309465655772396]",0.12931766891293825,1.5811393612015565,0.09118964772034621,0.047224760827596454,0.5178741447979043,2.1743654772610044
a1-024dd98ff0118866576a,task-v2-89b7591232ff,g-e0c69f84d376b633,S5,19,4.941418667231999,Nelder-Mead,O0,0.1,2,2207,120,120,120.0,True,73,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,90.3905907003209,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[7.840584000609552, 4.318509085003775, 2.3937890590210835, 0.11159998395954573]",1.5243711521535217,1.5243711521535217,0.019046264061788738,0.0036392170382011277,0.1910724867824472,3.221228468426499
a1-02730a1debe07c3d3ed7,task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,4.214419939295737,Nelder-Mead,O3,0.1,3,2207,120,120,120.0,True,77,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,7.338253146037459,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[8.20957497867269, 5.400833786127277, 3.5108354082522277, -0.12668564039143115, 1.2974847246415024, 1.329293630959465]",0.8349309362299243,1.6265446949041515,0.0248403022362073,0.01041194966244136,0.41915551443109544,2.609576814967692
a1-0276ef65a4c7002feb9c,task-v2-8792ce3c54d5,g-a712031e7959d564,S3,13,3.9133899436317554,COBYLA,O0,0.1,2,1103,120,120,120.0,True,93,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.48267628345638514,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.789199137793806, 4.454716543768065, 2.327954566998382, 0.13488643315849652]",1.861474300785369,1.861474300785369,0.0066751143421407725,0.0066751143421407725,1.0,1.7378486530294877
a1-02807144f8c5b3746217,task-v2-ef23e17da545,g-a712031e7959d564,S3,13,3.436268688912093,SLSQP,O0,0.1,2,2207,120,98,98.0,True,19,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,0.23467260971665382,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[6.428246575767212, 4.412753701681557, 2.46627100403564, 0.11924149735298457]",1.4296177283221314,1.4296177283221314,0.04134065180321262,0.019402099188820528,0.4693225274041947,2.0526460086224954
a1-02a4c9c770f152a29809,task-v2-f83834022ee2,g-553bb3c5ba0f2136,S1,7,1.806179973983887,COBYLA,O3,0.1,2,2207,120,38,38.0,True,26,True,0.0,Return from COBYLA because the trust region radius reaches its lower bound.,EARLY_CONVERGENCE,0.06058367155492306,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[4.16549021566686, 4.928088780875111, 2.488797149690375, 0.19461693805231045]",0.046511627906976744,1.8667943181981983,0.14668649395358196,0.10012558317439109,0.6825821551510749,0.9725701023366533
a1-02b2419be9d8a6b2466d,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,S3,13,3.2144199392957367,COBYLA,O3,0.1,2,2207,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,0.47937966603785753,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.830940358582259, 4.861090057232854, 2.554881038537935, 0.1545105602133434]",0.3957379711536506,1.5714590992060855,0.06811598144827538,0.021201209110552455,0.31125161320110795,2.0476689578241314
a1-02b8de6de9972595914f,task-v2-a2561503b5d0,g-bd62d2d752385cc7,S4,16,4.515449934959718,COBYLA,O0,0.1,2,3301,120,120,120.0,True,95,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,4.152994838543236,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[5.152296584785642, 3.9393962042950896, 2.323851174323783, 0.12045670830683163]",1.7930024191349712,1.7930024191349712,0.0037562061760070225,0.0007889955453492447,0.2100511815323126,2.090199357383577
a1-02c70b3c05a31b55657d,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,S3,13,3.2144199392957367,SLSQP,O3,0.1,3,2207,120,120,,True,15,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.43537696450948715,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[7.0516219981222275, 3.5994409821548725, 3.0157625263372108, -0.44981042970152524, 1.2681927098926071, 1.5713462608625033]",0.10733999769486187,1.7346359771490816,0.09575705592408397,0.05220798439502066,0.5452129233840591,2.1955907244010686
a1-02c8e8d3e4a3b44a74b4,task-v2-a2561503b5d0,g-bd62d2d752385cc7,S4,16,4.515449934959718,COBYLA,O0,0.1,3,1103,120,120,120.0,True,91,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,5.888374704867601,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[2.6772917520638586, 4.5077293503396065, 4.879869065281611, 0.6497978902522218, 3.521883952885727, 1.9315018938018456]",1.3944291463627754,1.3944291463627754,0.0017515801087237056,0.001562017407422956,0.8917761737778154,1.758879939577212
a1-02dd8717811ce66a2248,task-v2-3f11ce371857,g-3ff7063ef9ea5cfb,S4,16,4.816479930623699,COBYLA,O0,0.1,3,2207,120,120,120.0,True,91,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,7.1410225154832006,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[4.783602789770245, 4.583009841753743, 3.038700544385688, 0.7704234477517815, 0.15251938695519998, 1.8423936589534593]",1.7116157342042615,1.7116157342042615,0.00023943874195787577,0.00023943874195787577,1.0,1.19567435262244
a1-0317fc0472dfcea79295,task-v2-5acbf653f95a,g-a712031e7959d564,S3,13,3.612359947967774,SLSQP,O3,0.1,2,1103,120,111,111.0,True,21,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,0.26613655127584934,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.1650586932167895, 6.917453179420438, 2.767223632828352, -0.39226502929261403]",0.7845157793020815,1.5557750195227886,0.02774087097074162,0.01693710586876631,0.610547011542281,2.055480040316032
a1-032274bde8f56bab79c2,task-v2-5d31ef4af595,g-bd62d2d752385cc7,S4,16,4.214419939295737,SLSQP,O0,0.1,3,2207,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,6.399082124233246,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[3.2570081802465207, 3.841847579407386, 3.2927728809644816, 0.011144961904219703, 0.6028528843006422, 1.8830928820738542]",1.3382631304899264,1.3382631304899264,0.004233698722614187,0.0017734995266339077,0.41890073971508834,1.8411398889258512
a1-03282690326f1b3d18c3,task-v2-d7382a83ef13,g-548c8c6335dd2a2e,S1,7,1.806179973983887,SLSQP,O3,0.1,3,2207,120,63,63.0,True,8,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,0.03153535537421703,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[3.4974285717649387, 3.622340773617958, 3.9992848317518663, 0.1161765760766776, 0.8821147250372298, 1.1627737963652995]",0.023255813953488372,1.877039146436522,0.10500671307479194,0.1007291486772144,0.9592638958755827,0.8273970383694863
a1-0368a87ae114dc0e73d5,task-v2-9f1427c2fbd8,g-3ff7063ef9ea5cfb,S4,16,4.038328680240055,Nelder-Mead,O0,0.1,2,2207,120,120,120.0,True,74,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,3.913865651935339,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[7.329755237297579, 4.65321720576539, 2.3653594396475057, 0.10633355888351387]",1.3576309729677387,1.3576309729677387,0.016254266155338412,0.006875772308203796,0.42301339491389933,2.24929604706627
a1-036b6e2badc9f6607a8f,task-v2-89b7591232ff,g-e0c69f84d376b633,S5,19,4.941418667231999,SLSQP,O0,0.1,3,1103,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,133.49241955578327,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[4.047622127799406, 6.617597877079947, 9.884748416731297, 0.8342469826269223, 3.660706617751313, 1.736617506833161]",1.1476416406559442,1.1476416406559442,0.00036137805864110665,0.00017639946630463544,0.48812998489158976,1.4993804477193144
a1-037aca2b34e7bf8bbaf6,task-v2-420d9636beee,g-e0c69f84d376b633,S5,19,5.719569917615643,SLSQP,O0,0.1,2,3301,120,109,109.0,True,21,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,69.04590938147157,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[5.6941007034619755, 7.819400331305629, 3.999927215812198, -1.2212267754994142]",1.4204762117435394,1.4204762117435394,0.00023416322136090575,0.00023416322136090575,1.0,2.089088601629875
a1-0383c81b93192058dcfd,task-v2-8f4071cbe937,g-8a16a856f5377a40,S3,13,3.612359947967774,Nelder-Mead,O3,0.1,3,1103,120,120,120.0,True,69,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.41757451370358467,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.1482580468688088, 3.919355262506487, 4.043369939807729, 0.5367411671250375, 2.6705975375615663, 2.793028344390845]",0.9109359520674418,1.7956447165904192,0.016648319169850326,0.009279559194963255,0.5573871512367624,1.8337303412391053
a1-0391a74123784495f0d6,task-v2-a2561503b5d0,g-bd62d2d752385cc7,S4,16,4.515449934959718,SLSQP,O0,0.1,3,2207,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,5.483010613359511,"[4.119365739193051, 4.0465795222369225, 3.073929981122659, 0.28561357469155796, 1.0467419303334264, 1.2456798648809793]","[3.8274006983434923, 3.9837239975349013, 3.47419537288196, -0.007373904037791337, 0.6259212216791088, 1.828474742230131]",1.460060465123879,1.460060465123879,0.002945496520068032,0.0017977993580129224,0.6103552816186653,1.9846084489384883
a1-03995732111922b851e9,task-v2-f1a738d52e35,g-60667963f6db3f1b,S2,10,2.709269960975831,SLSQP,O3,0.1,3,3301,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.1532301502302289,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[-7.785957505742899, 11.482005610999702, 3.565961169316445, 1.3971211815174378, 2.8153671246266163, 3.5437092543887148]",1.1205823323012802,2.4308238192517235,0.010838132594728484,0.00981471246818199,0.9055722821619407,0.7442244208840406
a1-03a0c8ffbb6a54b7a8e5,task-v2-5acbf653f95a,g-a712031e7959d564,S3,13,3.612359947967774,SLSQP,O3,0.1,2,2207,120,100,100.0,True,19,True,0.0,Optimization terminated successfully,EARLY_CONVERGENCE,0.23475219029933214,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[6.918032423897631, 4.7418399238938855, 2.589869687272086, 0.16767529580540202]",0.6071031790145075,1.6468981384589545,0.045111619580141885,0.024768036776360785,0.5490389617326811,2.2666483672200477
a1-03c3163d05b284af34fd,task-v2-5b0627539151,g-a712031e7959d564,S3,13,3.2144199392957367,SLSQP,O3,0.1,2,3301,120,120,,True,19,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.35243610106408596,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[81.14378344919133, -34.16245335389036, -6.984071906533027, 6.692044918898983]",1.218431344864147,2.4703935740124523,0.0006035308550781297,9.316918256178243e-05,0.15437352005759716,-0.004880582712275399
a1-03eda6f9b50cc88116a0,task-v2-89b7591232ff,g-e0c69f84d376b633,S5,19,4.941418667231999,Nelder-Mead,O0,0.1,3,3301,120,120,120.0,True,71,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,128.7407845351845,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[2.823034767860767, 3.4156045795888925, 2.3939705124740955, 0.501680519990185, 2.867944066031196, 2.408682854659622]",1.5074959507692256,1.5074959507692256,0.00596485644667021,0.0013584838063682467,0.2277479464114513,2.717018663407817
a1-0464a6b1b5e9a37f3042,task-v2-5de325b6f026,g-8a16a856f5377a40,S3,13,3.436268688912093,SLSQP,O3,0.1,3,3301,120,120,,True,12,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.4094863198697567,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[102.88468405874133, 153.30269680673996, 158.68553438127, -87.25583587314384, -6.281354499400695, 38.35423412390867]",1.8723991484524642,2.5575634436975077,0.0009075842195795361,0.0006371144303350689,0.7019893213108422,0.3941556249911112
a1-048029993e2354ad4732,task-v2-095187356858,g-3ff7063ef9ea5cfb,S4,16,4.515449934959718,COBYLA,O3,0.1,2,2207,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,4.162910940125585,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.4859812035395725, 3.8680015628477102, 2.4178774399523544, 0.21922176163091092]",1.0292838509375657,1.875482356032555,0.005640764425976358,0.004216043647044148,0.7474241660631653,2.2667878977174
a1-04b0083f186df5aa693f,task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,S5,19,4.719569917615643,COBYLA,O3,0.1,3,1103,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,120.81909888796508,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.839791979240075, 4.991170214947128, 4.993615738773274, 0.16166209949455504, 3.0381565690123167, 2.5635373381265767]",0.9208487364484247,1.273379950369098,0.013026497402223084,0.003604378700513553,0.27669592133787513,2.8343975748190138
a1-04c245f4d0b3329bf1b2,task-v2-2d64318cb7be,g-6aa6775bed3bc2cc,S2,10,2.709269960975831,Nelder-Mead,O0,0.1,2,1103,120,120,120.0,True,72,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.08079310227185488,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.8344216096612824, 4.429124933255167, 2.2705199571289527, 0.12237681726986158]",1.7297013226795561,1.7297013226795561,0.00873526566515776,0.00494907986302029,0.5665631765225665,0.6505460786700015
a1-04faabb2c9049d236efe,task-v2-4746dcc3bd93,g-a87f1b9ac089cc45,S5,19,5.719569917615643,Nelder-Mead,O0,0.1,3,3301,120,120,120.0,True,79,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,115.82161023281515,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[3.5560067377559665, 5.448337861579647, 9.337961519860084, 0.3002513854783365, 3.8213792513512406, 1.866019093609764]",1.2674713114596579,1.2674713114596579,0.0002104388421127626,0.0002104388421127626,1.0,2.042695821150281
a1-05137b35e857ef777311,task-v2-0c6c4504c3d3,g-8a16a856f5377a40,S3,13,3.2144199392957367,SLSQP,O0,0.1,3,1103,120,120,,True,16,False,,strict objective-evaluation budget 120 reached,EVALUATION_BUDGET_EXHAUSTED,0.4474285440519452,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.1303580992753322, 3.4538919690563223, 6.564728126116501, 0.46248279569621775, 3.82260149616123, 2.056538619379009]",1.2838920221830068,1.2838920221830068,0.010075552851045706,0.00891778910123831,0.8850917893118654,1.2176888247362914
a1-05230efb5e23dceb998c,task-v2-a2561503b5d0,g-bd62d2d752385cc7,S4,16,4.515449934959718,COBYLA,O3,0.1,2,1103,120,120,120.0,True,94,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,4.005571028217673,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[3.4402624555908354, 4.022479716046336, 2.3142896778515056, 0.2648694631099091]",1.0705836499515002,2.2406937311750674,0.003449205714821006,0.000562776566339106,0.163161206628208,2.0531690319502918
a1-0543ba1a989b1fd28f82,task-v2-f1a738d52e35,g-60667963f6db3f1b,S2,10,2.709269960975831,Nelder-Mead,O0,0.1,3,3301,120,120,120.0,True,75,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.11320494767278433,"[2.8746040698350956, 3.2295534178963874, 2.6762166453631315, 0.4324890662459698, 2.8286472419409745, 2.8565676468058108]","[1.4241544973561302, 3.6875603308147813, 2.358156724875455, 0.6412568764400679, 3.4807413695212546, 1.888246443806068]",1.7132852454216418,1.7132852454216418,0.004850857258062935,0.004733497993404339,0.9758064897779615,0.39508845618575594
a1-054ed2bce5fa11d19e5e,task-v2-ef23e17da545,g-a712031e7959d564,S3,13,3.436268688912093,Nelder-Mead,O3,0.1,3,1103,120,120,120.0,True,71,False,1.0,Maximum number of function evaluations has been exceeded.,EVALUATION_BUDGET_EXHAUSTED,0.4968215525150299,"[1.4361119332668082, 4.6766136583430296, 3.6575967546865438, 0.554097077555417, 2.658092015317178, 1.6434959053105886]","[1.8733832087020241, 4.711213943300912, 1.8011395114223046, 0.513762741598786, 3.166460695152896, 2.5149388919049978]",0.8989192271268545,1.8344883355847295,0.01678859859793827,0.00704019130637063,0.4193435959112873,1.6612831345091363
a1-055951af06192b9962e2,task-v2-f5c9b9bdeb27,g-a87f1b9ac089cc45,S5,19,4.719569917615643,COBYLA,O3,0.1,2,2207,120,120,120.0,True,96,False,3.0,Return from COBYLA because the objective function has been evaluated MAXFUN times.,EVALUATION_BUDGET_EXHAUSTED,86.64489199593663,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[7.165898880020828, 2.4931739845939043, 2.6144509983313164, -0.21365568569244076]",0.9025287989011294,1.457769994148789,0.015912276787282856,0.005918572170347078,0.37195005148962845,2.9213022421654133
