run_id,evidence_identity,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,optimizer_seed,objective_id,objective_definition,depth,optimizer,eval_budget,initial_parameters,terminal_parameters,objective_start,objective_final,objective_improvement,p_feas,p_opt,p_opt_given_feasible,log_feasibility_gain,nfev,runtime_s,optimizer_status,optimizer_message,numerically_valid,execution_status,failure_reason,selected_for_p3,config_sha256,raw_statevector_persisted,peak_memory_mb
phase2-p2-c687afccc16d9e4ce57a,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-6dd269836f23,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D1,7,2.1072099696478683,0.0078125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.4840160911681926, 3.921779898007851, 2.590006968364096, 0.17627867531941416]",2.4983821037904663,1.698823523029137,0.7995585807613292,0.0764113338463789,0.0764113338463789,1.0,0.9903677504993964,120,0.3021752405911684,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.4296875
phase2-p2-28b48aba7936e3ed91b2,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-6dd269836f23,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D1,7,2.1072099696478683,0.0078125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[1.889604263378283, 3.934731538127801, 2.5412033477033567, 0.13591937277528646]",2.6143024117371865,1.7387976366389928,0.8755047750981937,0.0587869540682637,0.0587869540682637,1.0,0.8764909282956223,120,0.3056590333580971,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.4296875
phase2-p2-8f8d37431c4c66dde5f3,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-5e0ea2a0e332,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D2,7,1.806179973983887,0.015625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.369771630648272, 4.364040287023716, 2.4807130932486285, 0.17490077342813104]",2.062907403508764,1.548800683784426,0.5141067197243379,0.1002110766267358,0.033541871276731,0.3347122135177443,0.807095702022093,120,0.3202672442421317,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.375
phase2-p2-5094c70a7421c7b2aa25,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-5e0ea2a0e332,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D2,7,1.806179973983887,0.015625,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[4.64703695153482, 4.628406522482506, 2.5481226365638796, 0.12372376485889018]",2.2912687885149863,1.740616286159341,0.5506525023556452,0.1271496108220625,0.0826831813405042,0.6502826143621772,0.9104950092145344,120,0.2954284800216555,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.375
phase2-p2-2f6446bde3034b567565,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-5e0ea2a0e332,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D2,7,1.806179973983887,0.015625,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[1.5126225826597253, 3.0034601441958806, 1.1481647936165298, 1.5442974273552221]",2.228381606063484,1.6414470057751602,0.5869346002883233,0.0761847604442002,0.0277577597594366,0.3643479299218538,0.6880480802722414,120,0.2828831784427166,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.375
phase2-p2-3d425ab712419d6962f0,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8d2ef8b298b4,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D3,7,1.630088714928206,0.0234375,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.3446877945752873, 4.559565400520295, 2.6891949088994167, 0.10062431693543174]",1.8610817730699207,1.3535879553305106,0.5074938177394108,0.1615266265913197,0.0602678577946796,0.373114074543041,0.8383328380567727,120,0.3125444892793894,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,120.66796875
phase2-p2-c4b0a1805ca681baa5bf,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8d2ef8b298b4,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D3,7,1.630088714928206,0.0234375,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[5.964042384466705, 4.0387473888995995, 2.6752305759335706, 0.15211036998018967]",1.857855949634036,1.1898381704826688,0.6680177791513671,0.2833975394058762,0.1028343749889047,0.3628626247231719,1.0824847901018588,120,0.3028634171932935,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,120.84765625
phase2-p2-954fef6d7e7c58b14c35,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-8d2ef8b298b4,g-c45ecbe0242c6377,v2-S1-b003-g-c45ecbe0242c6377,S1,D3,7,1.630088714928206,0.0234375,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[2.925933193771949, 3.6926719833811803, 1.7764452301614306, 0.38522666766076685]",2.0049501260831164,1.7193256558565586,0.2856244702265578,0.0203474931842233,0.0090501266766613,0.4447784596718006,-0.0614003733936012,120,0.3049991643056273,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,120.84765625
phase2-p2-0709880d35cc0eedd9c4,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-628efc62dabb,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D1,7,2.1072099696478683,0.0078125,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.6135396671235018, 4.3574957113854715, 2.4279686133349996, 0.20790114169929805]",2.051011783877765,1.6623368854935825,0.3886748983841825,0.0464094468321108,0.0464094468321108,1.0,0.7738163616136864,120,0.3195398254320025,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,120.79296875
phase2-p2-29b004e249576de4cdac,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-628efc62dabb,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D1,7,2.1072099696478683,0.0078125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[3.6978957880608223, 6.681448569024453, 2.5034838863027025, -0.43350587372586324]",2.227681873663155,1.634467823105773,0.5932140505573822,0.0416657660709161,0.0416657660709161,1.0,0.726989340864458,120,0.2918532332405448,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,120.92578125
phase2-p2-e902f1f2f7f06de87152,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-628efc62dabb,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D1,7,2.1072099696478683,0.0078125,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[1.657037469944226, 4.231920041033915, 2.4175181401035823, 0.20576617193460067]",2.304548380900333,1.6641324822985608,0.6404158986017723,0.0401334079906357,0.0401334079906357,1.0,0.7107160097376604,120,0.32004907540977,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,120.92578125
phase2-p2-3f9fb4b152d420d7f668,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-10d8be977e09,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D2,7,1.806179973983887,0.015625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.3274480884702833, 4.784020937090268, 2.634943285788205, 0.15686159834656305]",1.8916472801113289,1.4712982695639367,0.4203490105473919,0.1120233197352903,0.0516567814468124,0.4611252511430369,0.8554884125304569,120,0.3209537509828806,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.375
phase2-p2-eee3de7286a5872ba360,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-10d8be977e09,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D2,7,1.806179973983887,0.015625,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[4.393812332841341, 4.3107190822142085, 1.1861098135082968, 0.23957077754537462]",2.0612995742238294,1.831391571738904,0.2299080024849256,0.0625392840634376,0.0269026836522875,0.4301725556211743,0.6023328792074291,120,0.2955622477456927,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.375
phase2-p2-b942ffe721476d27226d,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-10d8be977e09,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D2,7,1.806179973983887,0.015625,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[4.392811798475396, 4.234697964746955, 1.1800236789205583, 1.1772092335914912]",2.081616350791278,1.7681982533062004,0.3134180974850777,0.0884575727545103,0.0362069421943032,0.4093142177299581,0.7529149922891784,120,0.2961608925834298,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.54296875
phase2-p2-fb5b90d66acd423fb78a,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-a4fc95665697,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D3,7,1.630088714928206,0.0234375,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.6873370835080423, 5.167056936120967, 3.1359636159056428, -0.4527515838623918]",1.6932783692170474,1.1044755514807827,0.5888028177362647,0.2530394421711767,0.0682211682474157,0.2696068552082302,1.0332769364289531,120,0.3051118785515427,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.71875
phase2-p2-ddaed882b5ba9f469d04,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-a4fc95665697,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D3,7,1.630088714928206,0.0234375,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[3.615576857471951, 3.9470578159960295, 1.784866481614461, 0.36021319731073126]",1.6608259418518716,1.5750171160138946,0.085808825837977,0.0112442050117766,0.0018263456254716,0.1624255003852059,-0.3189825297202006,120,0.3236642191186547,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.71875
phase2-p2-449d2fb711b1cb617611,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-a4fc95665697,g-e23fad4558949e26,v2-S1-b004-g-e23fad4558949e26,S1,D3,7,1.630088714928206,0.0234375,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[3.3327900023878345, 4.177205070712278, 1.767701012828878, 1.0241072617905476]",1.7943247824834183,1.5346131624621693,0.2597116200212492,0.0356311321634244,0.015312798284654,0.4297589595082451,0.1819183370130448,120,0.3158489791676402,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.83984375
phase2-p2-5bef39f1b086e425d159,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-ff6e67bbbcba,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D1,10,3.010299956639812,0.0009765625,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[2.0658698809014675, 4.353758828591289, 2.3125423598076424, 0.1289329384435558]",2.322202744824404,1.8148997450951008,0.5073029997293022,0.0042262502535345,0.0042262502535345,1.0,0.6362551664671515,120,0.390973879955709,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.703125
phase2-p2-1f5ad2d0ba05b5169a80,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-ff6e67bbbcba,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D1,10,3.010299956639812,0.0009765625,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[4.630140252682343, 4.115897668552119, 2.495805625435431, 0.15377806097210575]",2.4476861817192805,1.856783799381593,0.5909023823376875,0.0151683240188328,0.0151683240188328,1.0,1.1912375539339182,120,0.3931853789836168,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.875
phase2-p2-1391d7c3ed3020db223f,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-ff6e67bbbcba,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D1,10,3.010299956639812,0.0009765625,3301,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[2.8746040698350956, 3.2295534178963874, 1.3381083226815658, 0.4324890662459698]","[2.2594422448067677, 3.8727655301946466, 2.3041261666518893, 0.11995600869438926]",2.6102814706720974,1.8350570288208297,0.7752244418512677,0.002140420548105,0.002140420548105,1.0,0.3407990682028251,120,0.3967759050428867,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.875
phase2-p2-2c6042c9ea3a6612e6f1,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-a9de39f81405,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D2,10,2.709269960975831,0.001953125,1103,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[1.4361119332668082, 4.6766136583430296, 1.8287983773432719, 0.554097077555417]","[1.9886687765022428, 4.3951761657542505, 2.298207838930515, 0.13088968569256065]",2.25309026193214,1.7812483267344186,0.4718419351977208,0.0077346323554771,0.0043768814817405,0.5658809986800609,0.5977096365054435,120,0.3947446113452315,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,False,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.7109375
phase2-p2-206600e6ba2161214fb8,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-a9de39f81405,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D2,10,2.709269960975831,0.001953125,2207,P2_MEAN_ENERGY_PREPARATION,E_theta[H_C],2,COBYLA,120,"[4.119365739193051, 4.0465795222369225, 1.5369649905613294, 0.28561357469155796]","[1.96886414743745, 6.703612602640753, 2.4309588768076575, -0.38034347295593424]",2.4132575425223965,1.488215072287033,0.9250424702353632,0.0237127031741931,0.0149836037661748,0.6318808807290144,1.0842510259923357,120,0.3988526361063123,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,False,121.7109375
