run_id,evidence_identity,task_id,base_graph_id,base_instance_id,size_stratum,stress_level,n_edges,dilution_score,feasible_state_fraction,objective_id,objective_name,objective_definition,objective_role,depth,optimizer,eval_budget,source_p2_seed,source_p2_run_id,source_p2_objective_final,initialization_rule,initial_parameters,terminal_parameters,best_evaluated_parameters,objective_start,objective_final,objective_improvement,terminal_objective,best_evaluated_objective,mean_energy_start,mean_energy,expected_routing_component,expected_flow_penalty,expected_resource_penalty,expected_total_penalty,p_feas_start,p_feas,p_feas_change,p_opt_start,p_opt,p_opt_change,p_opt_given_feasible_start,p_opt_given_feasible,feasibility_amplification,log_feasibility_gain_start,log_feasibility_gain,expected_route_cost_given_feasible,cvar_alpha,cvar_value,cvar_cutoff_energy,cvar_tail_feasible_mass,cvar_tail_fully_feasible,cvar_fractional_cutoff_mass,strict_energy_class_separation,penalty_bound_pass,state_norm,nfev,tracked_optimizer_evaluations,total_objective_evaluations,runtime_s,peak_memory_mb,optimizer_status,optimizer_message,numerically_valid,execution_status,failure_reason,paired_analysis_eligible,config_sha256,ansatz_cost_phase_hamiltonian,raw_statevector_persisted
phase2-p3-57f73ec2e3527119604a,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-b0f919379fb8,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D3,10,2.533178701920149,0.0029296875,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,1103,phase2-p2-22f4943745d420cfe407,1.5556520077844662,selected_p2_then_append_zero_gamma3_beta3,"[1.422426559057142, 4.459995290021257, 0.0, 2.3753594332112407, 0.10605086907312754, 0.0]","[1.6233213997252858, 4.701021619309685, 0.8455830773180636, 3.1749979285273353, -0.38083390304172404, -0.17361449466776543]","[1.6233213997252858, 4.701021619309685, 0.8455830773180636, 3.1749979285273353, -0.38083390304172404, -0.17361449466776543]",0.9857210608655756,0.895208478611339,0.0905125822542365,0.895208478611339,0.895208478611339,1.5556520077844662,1.3288048700468742,0.0746219588308108,1.0702670858152856,0.1839158254007777,1.2541829112160634,0.0142789391344244,0.104791521388661,0.0905125822542365,0.0056880834542744,0.0366055747092426,0.0309174912549681,0.398354765765569,0.3493180958168965,35.76883930066297,0.6878746442916663,1.553504847515592,13.301363808366206,0.1,0.0771388866617159,0.0813953488372093,0.1,True,0.0263696998713232,True,True,1.0000000000000009,240,240,241,0.995554787106812,122.0859375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-311e9efe2a4e1490ea9c,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-b0f919379fb8,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D3,10,2.533178701920149,0.0029296875,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,1103,phase2-p2-22f4943745d420cfe407,1.5556520077844662,selected_p2_then_append_zero_gamma3_beta3,"[1.422426559057142, 4.459995290021257, 0.0, 2.3753594332112407, 0.10605086907312754, 0.0]","[2.1409777393468636, 4.757944606478664, -0.436507667465206, 3.181938656574261, 0.4449396274940794, -0.8826900942645137]","[2.1409777393468636, 4.757944606478664, -0.436507667465206, 3.181938656574261, 0.4449396274940794, -0.8826900942645137]",0.9858569592964784,0.2753544964807643,0.7105024628157142,0.2753544964807643,0.2753544964807643,1.5556520077844662,1.4639006611633223,0.0813617778271097,1.0880573373190918,0.2944815460171213,1.382538883336213,0.0142789391344244,0.0808557670592756,0.0665768279248512,0.0056880834542744,0.028143719710661,0.0224556362563865,0.398354765765569,0.3480731274248971,27.598768489566087,0.6878746442916663,1.440889703437738,13.303853745150205,0.1,0.2753544964807643,1.125,0.0808557670592756,False,0.0008706268784172,True,True,1.0000000000000004,240,240,241,0.9916351800784468,122.0859375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-0f31d9d1b04520c9f143,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-d80673ba7cf0,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D4,10,2.4082399653118496,0.00390625,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,2207,phase2-p2-19b3ad9a7dfbe6a14955,1.3037016717477194,selected_p2_then_append_zero_gamma3_beta3,"[6.180656661469752, 4.258377824401609, 0.0, 2.5867632494717063, 0.1429550306096518, 0.0]","[6.626773102295893, 4.454096098807147, 0.015300587027089436, 2.605721298290403, 0.154274150413683, -0.02470480569948584]","[6.626773102295893, 4.454096098807147, 0.015300587027089436, 2.605721298290403, 0.154274150413683, -0.02470480569948584]",1.3037016717477194,1.2621872082708316,0.0415144634768878,1.2621872082708316,1.2621872082708316,1.3037016717477194,1.2621872082708316,0.0797763644022317,1.069980973297877,0.1124298705707231,1.1824108438685998,0.120067001044102,0.1301461535764847,0.0100791525323826,0.0383441179925776,0.0409924634787048,0.0026483454861272,0.3193560067223916,0.3149725316669793,33.317415315580085,1.4876636285543765,1.5226713025270409,14.194919962146953,0.1,0.0766287833164296,0.0813953488372093,0.1,True,0.0190680570437094,True,True,1.0000000000000009,240,240,241,0.9303450621664524,122.43359375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-fff861303ad4ad383ff4,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-d80673ba7cf0,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D4,10,2.4082399653118496,0.00390625,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,2207,phase2-p2-19b3ad9a7dfbe6a14955,1.3037016717477194,selected_p2_then_append_zero_gamma3_beta3,"[6.180656661469752, 4.258377824401609, 0.0, 2.5867632494717063, 0.1429550306096518, 0.0]","[6.521066187651231, 4.569502297855452, 0.3988482090201759, 2.658780109666664, 0.2656423176605843, -0.11205702251328913]","[6.521066187651231, 4.569502297855452, 0.3988482090201759, 2.658780109666664, 0.2656423176605843, -0.11205702251328913]",0.8799329989558979,0.853313844601145,0.0266191543547529,0.853313844601145,0.853313844601145,1.3037016717477194,1.2701772355989267,0.0840728167082644,1.0540685206610267,0.1320358982296356,1.1861044188906624,0.120067001044102,0.146686155398855,0.0266191543547529,0.0383441179925776,0.0447699519803288,0.0064258339877511,0.3193560067223916,0.3052091171017104,37.55165578210689,1.4876636285543765,1.5746290913049883,14.278156985052746,0.1,0.0761895404674036,0.0813953488372093,0.1,True,0.0118243853923629,True,True,0.9999999999999998,240,240,241,0.94968047644943,122.43359375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-4f6f93f3d0f6e7881297,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-d80673ba7cf0,g-0780828b282bb310,v2-S2-b002-g-0780828b282bb310,S2,D4,10,2.4082399653118496,0.00390625,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,2207,phase2-p2-19b3ad9a7dfbe6a14955,1.3037016717477194,selected_p2_then_append_zero_gamma3_beta3,"[6.180656661469752, 4.258377824401609, 0.0, 2.5867632494717063, 0.1429550306096518, 0.0]","[6.514105892671593, 4.05176689466958, 0.24496074629840936, 2.6477084619830835, 0.3608478014464373, -0.17321865317965748]","[6.514105892671593, 4.05176689466958, 0.24496074629840936, 2.6477084619830835, 0.3608478014464373, -0.17321865317965748]",0.0769367304659793,0.0757463463141489,0.0011903841518304,0.0757463463141489,0.0757463463141489,1.3037016717477194,1.312136171650546,0.0846008674090451,1.066432356773796,0.1611029474677046,1.2275353042415007,0.120067001044102,0.1389907488969593,0.0189237478528572,0.0383441179925776,0.0485814216983192,0.0102373037057415,0.3193560067223916,0.3495298937797291,35.58163171762159,1.4876636285543765,1.5512258602658977,14.024628441326977,0.1,0.0757463463141489,0.0813953488372093,0.1,True,0.0067663987714242,True,True,1.0000000000000004,240,240,241,0.9868866549804808,122.43359375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-2174b574bb36a2aa6397,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-30409dd5a775,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D1,10,3.010299956639812,0.0009765625,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,1103,phase2-p2-6afef06615acb28987bd,1.7806668410086224,selected_p2_then_append_zero_gamma3_beta3,"[1.889520261025049, 4.12119005105337, 0.0, 3.765746594549294, -1.0375723583247598, 0.0]","[2.6880557945265195, 4.481972309750481, 1.0373635383824333, 4.007539447582928, -0.8922528729895416, -0.31202963003171164]","[2.6880557945265195, 4.481972309750481, 1.0373635383824333, 4.007539447582928, -0.8922528729895416, -0.31202963003171164]",1.7806668410086224,1.5161276199986684,0.264539221009954,1.5161276199986684,1.5161276199986684,1.7806668410086224,1.5161276199986684,0.0585928113394662,1.1932334567160376,0.2643013519431645,1.4575348086592022,0.0006854348315313,0.0057796247532504,0.0050941899217191,0.0006854348315313,0.0057796247532504,0.0050941899217191,1.0,1.0,5.91833574732848,-0.1537338732962446,0.7721995990598289,25.0,0.1,1.0682784580823228,1.125,0.0057796247532504,False,0.0939561500652736,True,True,1.0000000000000004,240,240,241,0.9398935604840516,122.44140625,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-ffc892d9052588f6fd8c,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-30409dd5a775,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D1,10,3.010299956639812,0.0009765625,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,1103,phase2-p2-6afef06615acb28987bd,1.7806668410086224,selected_p2_then_append_zero_gamma3_beta3,"[1.889520261025049, 4.12119005105337, 0.0, 3.765746594549294, -1.0375723583247598, 0.0]","[1.7091105977234684, 4.378664828410394, 0.6304446131986474, 3.787856341148709, -0.4158510849764583, -0.24417811065968711]","[1.7091105977234684, 4.378664828410394, 0.6304446131986474, 3.787856341148709, -0.4158510849764583, -0.24417811065968711]",0.9993145651684686,0.9798954527111418,0.0194191124573268,0.9798954527111418,0.9798954527111418,1.7806668410086224,2.047563597076954,0.0851267581465465,1.1665964393375947,0.7958403995928125,1.9624368389304072,0.0006854348315313,0.0201045472888581,0.0194191124573268,0.0006854348315313,0.0201045472888581,0.0194191124573268,1.0,1.0,20.58705642379079,-0.1537338732962446,1.3135942548116748,25.0,0.1,0.9290247199927768,1.1656976744186047,0.0201045472888581,False,0.0128558445550352,True,True,1.0000000000000009,240,240,241,0.9736620942130684,122.44140625,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-9959237141636c608109,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-30409dd5a775,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D1,10,3.010299956639812,0.0009765625,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,1103,phase2-p2-6afef06615acb28987bd,1.7806668410086224,selected_p2_then_append_zero_gamma3_beta3,"[1.889520261025049, 4.12119005105337, 0.0, 3.765746594549294, -1.0375723583247598, 0.0]","[1.1222355538172555, 4.481351367420993, -1.5581688218836645, 4.111190893097823, -0.6644774111111692, 0.3088021183462802]","[1.1222355538172555, 4.481351367420993, -1.5581688218836645, 4.111190893097823, -0.6644774111111692, 0.3088021183462802]",1.1233588657233509,0.5591948078446515,0.5641640578786994,0.5591948078446515,0.5591948078446515,1.7806668410086224,1.950013037474416,0.1041577220421784,1.0782676289277175,0.7675876865045195,1.845855315432237,0.0006854348315313,0.056667201908723,0.0559817670771917,0.0006854348315313,0.056667201908723,0.0559817670771917,1.0,1.0,58.02721475453243,-0.1537338732962446,1.7636317253850196,25.0,0.1,0.5591948078446515,1.125,0.0566672019087229,False,0.0155388429858965,True,True,1.0000000000000029,240,240,241,0.974334705621004,122.45703125,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-ca8117e070c07cce88d2,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-eed472030dc4,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D2,10,2.709269960975831,0.001953125,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,2207,phase2-p2-119f18dd70502b7a822e,1.6437882937159518,selected_p2_then_append_zero_gamma3_beta3,"[5.307053634812489, 3.998987883983481, 0.0, 2.4553637583312735, 0.17019105778461727, 0.0]","[6.151755199630985, 4.242029138833294, 0.46918609119724136, 2.494326411984953, 0.19693279568601751, -0.037614134560745534]","[6.151755199630985, 4.242029138833294, 0.46918609119724136, 2.494326411984953, 0.19693279568601751, -0.037614134560745534]",1.6437882937159518,1.5390156870265843,0.1047726066893672,1.5390156870265843,1.5390156870265843,1.6437882937159518,1.5390156870265843,0.0912971560146727,1.127821072462272,0.3198974585496395,1.4477185310119116,0.044888640990605,0.0658261297957995,0.0209374888051944,0.0206641722700368,0.029023649157004,0.0083594768869671,0.4603430136002944,0.4409138019664658,33.702978455449355,1.3614064182550665,1.5276682827588082,19.268120574435944,0.1,0.4602925144676836,1.1540697674418603,0.0658261297957995,False,0.0016923864697255,True,True,1.0,240,240,241,0.9740683501586318,122.53515625,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-4af6dd8d7a420943cfc9,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-eed472030dc4,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D2,10,2.709269960975831,0.001953125,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,2207,phase2-p2-119f18dd70502b7a822e,1.6437882937159518,selected_p2_then_append_zero_gamma3_beta3,"[5.307053634812489, 3.998987883983481, 0.0, 2.4553637583312735, 0.17019105778461727, 0.0]","[6.385134212909538, 4.506797988534736, -0.2999249102466829, 2.6631019215623017, 0.13129115495689425, 0.08121287031491743]","[6.385134212909538, 4.506797988534736, -0.2999249102466829, 2.6631019215623017, 0.13129115495689425, 0.08121287031491743]",0.9551113590093948,0.8905259727590004,0.0645853862503945,0.8905259727590004,0.8905259727590004,1.6437882937159518,1.6694559388719603,0.1083822053654977,1.072467314929156,0.4886064185773066,1.5610737335064626,0.044888640990605,0.1094740272409996,0.0645853862503945,0.0206641722700368,0.0542642173834587,0.0336000451134219,0.4603430136002944,0.4956812017520814,56.0507019473918,1.3614064182550665,1.7485810558243005,18.55614437722294,0.1,0.1043351845357579,0.1453488372093023,0.1,True,0.0457357826165412,True,True,1.0,240,240,241,0.9640141976997256,122.53515625,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-37f09a7d360a032e9544,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-eed472030dc4,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D2,10,2.709269960975831,0.001953125,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,2207,phase2-p2-119f18dd70502b7a822e,1.6437882937159518,selected_p2_then_append_zero_gamma3_beta3,"[5.307053634812489, 3.998987883983481, 0.0, 2.4553637583312735, 0.17019105778461727, 0.0]","[6.226178055074563, 4.548415608734159, 0.16236979830129852, 2.681881315057692, 0.29921963689801867, -0.12149981596211794]","[6.226178055074563, 4.548415608734159, 0.16236979830129852, 2.681881315057692, 0.29921963689801867, -0.12149981596211794]",0.6844021929712407,0.1039705916353424,0.5804316013358983,0.1039705916353424,0.1039705916353424,1.6437882937159518,1.6829250264084794,0.1079965738281896,1.0699314883374411,0.5049969642428487,1.5749284525802898,0.044888640990605,0.1062959440923043,0.0614073031016992,0.0206641722700368,0.0547466018363161,0.0340824295662792,0.4603430136002944,0.5150394241644419,54.42352337525982,1.3614064182550665,1.735786654549582,18.304487485862257,0.1,0.1039705916353424,0.1453488372093023,0.1,True,0.0452533981636838,True,True,0.9999999999999988,240,240,241,1.0256370892748237,122.53515625,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-fc9cbc58c38472f9aa81,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4507b50770a7,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D3,10,2.533178701920149,0.0029296875,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,1103,phase2-p2-a24c8f087d7798da5cc7,1.7329951277391755,selected_p2_then_append_zero_gamma3_beta3,"[2.1124866532453943, 4.096005515265712, 0.0, 1.440592209279081, 1.2379469095695341, 0.0]","[1.7098819842941928, 4.578476466443659, 1.3759738194880224, 1.4366149692706773, 1.2925164055677332, -0.24300896122431018]","[1.7098819842941928, 4.578476466443659, 1.3759738194880224, 1.4366149692706773, 1.2925164055677332, -0.24300896122431018]",1.7329951277391755,1.55613895052629,0.1768561772128856,1.55613895052629,1.55613895052629,1.7329951277391755,1.55613895052629,0.1276063812717624,1.1455220512345323,0.2830105180199954,1.4285325692545277,0.0347079877823945,0.0868151897070884,0.0521072019246939,0.0123881986570845,0.0259695124123756,0.013581313755291,0.356926443986143,0.2991355833005251,29.6329180866862,1.07360813782336,1.471774420516321,20.92131466696397,0.1,0.2538392535131544,1.125,0.0868151897070884,False,0.0030590866843424,True,True,1.0000000000000009,240,240,241,0.9839504146948456,122.43359375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-fd587f849c0e218b3eda,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4507b50770a7,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D3,10,2.533178701920149,0.0029296875,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,1103,phase2-p2-a24c8f087d7798da5cc7,1.7329951277391755,selected_p2_then_append_zero_gamma3_beta3,"[2.1124866532453943, 4.096005515265712, 0.0, 1.440592209279081, 1.2379469095695341, 0.0]","[2.2262934966693657, 4.053001826846224, 1.4330857199773557, 1.2617620735768098, 1.367516309063452, -0.24083350439628418]","[2.2262934966693657, 4.053001826846224, 1.4330857199773557, 1.2617620735768098, 1.367516309063452, -0.24083350439628418]",0.9652920122176056,0.8887941067473265,0.076497905470279,0.8887941067473265,0.8887941067473265,1.7329951277391755,1.6587461531384726,0.1298021770162973,1.1221697330230338,0.4067742430991414,1.5289439761221753,0.0347079877823945,0.1112058932526735,0.076497905470279,0.0123881986570845,0.0354280820939532,0.0230398834368687,0.356926443986143,0.3185809767604339,37.958278230245895,1.07360813782336,1.5793065048073631,20.769034938317915,0.1,0.1179937064531855,0.1453488372093023,0.1,True,0.05462873612223,True,True,1.0,240,240,241,0.973459267988801,122.43359375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-07f38e488b8b821ef195,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-4507b50770a7,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D3,10,2.533178701920149,0.0029296875,O3,CVAR_ENERGY,exact_weighted_lowest_energy_CVaR_alpha_0.10,TAIL_FOCUSED_ROUTING_OBJECTIVE,3,COBYLA,240,1103,phase2-p2-a24c8f087d7798da5cc7,1.7329951277391755,selected_p2_then_append_zero_gamma3_beta3,"[2.1124866532453943, 4.096005515265712, 0.0, 1.440592209279081, 1.2379469095695341, 0.0]","[2.0672921304127665, 4.066856688889968, 1.4853990013011742, 1.2098811318855438, 1.428126198400889, -0.24667882737586827]","[2.0672921304127665, 4.066856688889968, 1.4853990013011742, 1.2098811318855438, 1.428126198400889, -0.24667882737586827]",0.7997216506478046,0.1170865039030305,0.6826351467447741,0.1170865039030305,0.1170865039030305,1.7329951277391755,1.6379437244689097,0.1298814446899486,1.1177613415849623,0.3903009381939986,1.508062279778961,0.0347079877823945,0.1107091557024963,0.0760011679201018,0.0123881986570845,0.0365573811733263,0.0241691825162417,0.356926443986143,0.3302110014420609,37.78872514645207,1.07360813782336,1.577362240654769,20.60910631299383,0.1,0.1170865039030305,0.1453488372093023,0.1,True,0.0525764412120421,True,True,0.9999999999999994,240,240,241,1.0207023359835148,122.43359375,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-ddb1c8a0414973d699d3,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-59e59ed3c03f,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D4,10,2.4082399653118496,0.00390625,O0,MEAN_ENERGY,E_theta[H_C],STANDARD_BASELINE,3,COBYLA,240,2207,phase2-p2-1ca8cf0ac9b72eaa2a56,1.232928195038706,selected_p2_then_append_zero_gamma3_beta3,"[6.4696902824168205, 4.25352395836717, 0.0, 2.6142090475967894, 0.13598191359629264, 0.0]","[6.682546024181052, 4.360641625572681, -0.02426694057909488, 2.6172659493756902, 0.10861146435982182, 0.02048512660270802]","[6.682546024181052, 4.360641625572681, -0.02426694057909488, 2.6172659493756902, 0.10861146435982182, 0.02048512660270802]",1.232928195038706,1.2227470583232154,0.0101811367154904,1.2227470583232154,1.2227470583232154,1.232928195038706,1.2227470583232154,0.1118670771248815,1.053117147616091,0.0577628335822429,1.110879981198334,0.1385994192070842,0.1400489891758109,0.0014495699687266,0.0485738432589362,0.0494380719018163,0.0008642286428801,0.3504620981590191,0.3530055603596971,35.852541229007606,1.5500013757053366,1.5545199438984143,19.132598124124744,0.1,0.0978336521631615,0.1395348837209302,0.1,True,0.0257610641038186,True,True,1.0000000000000004,240,240,241,0.951960272155702,122.53125,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
phase2-p3-4cea0e320ffd8f8276de,PREREGISTERED_HELDOUT_OBJECTIVE_CONFIRMATION,task-v2-59e59ed3c03f,g-686fdbb6f8f550f1,v2-S2-b003-g-686fdbb6f8f550f1,S2,D4,10,2.4082399653118496,0.00390625,O2,EXACT_FEASIBILITY_CAPACITY_CONTROL,1 - P_feas(theta),MECHANISTIC_CAPACITY_CONTROL,3,COBYLA,240,2207,phase2-p2-1ca8cf0ac9b72eaa2a56,1.232928195038706,selected_p2_then_append_zero_gamma3_beta3,"[6.4696902824168205, 4.25352395836717, 0.0, 2.6142090475967894, 0.13598191359629264, 0.0]","[6.6284847522864325, 4.256890274062248, -0.32250347436323834, 2.670527668123246, 0.10132615338069026, 0.08149552845759904]","[6.6284847522864325, 4.256890274062248, -0.32250347436323834, 2.670527668123246, 0.10132615338069026, 0.08149552845759904]",0.8614005807929157,0.8472210125449811,0.0141795682479346,0.8472210125449811,0.8472210125449811,1.232928195038706,1.2531940834042592,0.1201338011810923,1.0500217709383612,0.0830385112848058,1.133060282223167,0.1385994192070842,0.1527789874550189,0.0141795682479346,0.0485738432589362,0.0517623294600455,0.0031884862011093,0.3504620981590191,0.3388052920254194,39.11142078848485,1.5500013757053366,1.592303592719997,19.291621111195887,0.1,0.095460010569207,0.1395348837209302,0.1,True,0.020849697602136,True,True,1.000000000000001,240,240,241,0.9375225640833378,122.53125,3,Return from COBYLA because the objective function has been evaluated MAXFUN times.,True,SUCCESS,,True,0e87433b5b33ad10b58affe40162e1cbdbcd4bcb5ec45d9bd38c6222a5549a2f,normalized_mean_energy_H_C,False
